Control Number,Account Name,District,Street,Connection Type,Connection Status,Last Reading,2019_DEC,2020_JAN,2020_FEB,2020_MAR,2020_APR,2020_MAY,2020_JUN,2020_JUL,2020_AUG,2020_SEP,2020_OCT,2020_NOV,2020_DEC,2022_JAN,2022_FEB,2022_MAR,2022_APR,2022_MAY,2022_JUN,2022_JUL,2022_AUG,2022_SEP,2022_OCT,2022_NOV,2022_DEC,2023_JAN,2023_FEB,2023_MAR,2023_APR,2023_MAY,2023_JUN,2023_JUL,2023_AUG,2023_SEP,2023_OCT,2023_NOV,2023_DEC,2024_JAN,2024_FEB,2024_MAR,2024_APR,2024_MAY,2024_JUN,2024_JUL,2024_AUG,2024_SEP,2024_OCT,2024_NOV,2024_DEC,2025_JAN,2025_FEB,2025_MAR,2025_APR,2025_MAY
501740,"Rodavia, Carmen",,Moyot Street,Residential,Active,16.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,48.0,25.0,9.0,22.0,16.0,17.0,0.0,24.0,18.0,23.0,17.0,41.0,,,21.0,21.0,,,,,26.0,,14.0,19.0,,18.0,10.0,,16.0,16.0,10.0,49.0,16.0
501741,"Marbella, Ariel",District 2,Balcavem Street,Residential,Active,5.0,,,,,,,,,,,,,,10.0,10.0,10.0,12.0,0.0,18.0,0.0,33.0,32.0,18.0,17.0,13.0,9.0,11.0,0.0,8.0,15.0,12.0,13.0,13.0,,,15.0,15.0,,,,,12.0,,14.0,13.0,,11.0,11.0,,11.0,11.0,10.0,11.0,5.0
501742,"Espenilla, Aljon",District 2,Don Juan Street,Residential,Active,9.0,,,,,,,,,,,,,,9.0,8.0,11.0,8.0,0.0,16.0,0.0,25.0,24.0,0.0,20.0,9.0,6.0,8.0,0.0,9.0,13.0,17.0,9.0,28.0,,,22.0,22.0,,,,,19.0,,16.0,12.0,,17.0,10.0,,11.0,7.0,12.0,10.0,9.0
501743,"Baruelo, Pretty",,Bartolabac Street,Residential,Active,37.0,,,,,,,,,,,,,,10.0,29.0,0.0,88.0,0.0,64.0,0.0,55.0,54.0,0.0,98.0,46.0,40.0,36.0,0.0,45.0,50.0,45.0,56.0,121.0,,,81.0,80.0,,,,,36.0,,44.0,40.0,,44.0,34.0,,36.0,31.0,41.0,54.0,37.0
501744,"Dilao, Krusaldo 2",District 2,Don Juan Street,Residential,Active,3.0,,,,,,,,,,,,,,3.0,4.0,7.0,3.0,0.0,3.0,0.0,9.0,8.0,0.0,9.0,5.0,5.0,5.0,0.0,7.0,3.0,8.0,4.0,12.0,,,7.0,7.0,,,,,3.0,,4.0,3.0,,4.0,2.0,,7.0,4.0,4.0,3.0,3.0
501745,"Cantoria, Ronnie",District 2,Esparrago Street,Residential,Active,29.0,,,,,,,,,,,,,,21.0,31.0,28.0,19.0,21.0,27.0,0.0,57.0,56.0,30.0,42.0,11.0,23.0,19.0,0.0,22.0,58.0,1.0,12.0,50.0,,,31.0,30.0,,,,,20.0,,18.0,19.0,,20.0,18.0,,24.0,15.0,16.0,13.0,29.0
501746,"Avila, Mary Rose",District 3,Flores Street,Commercial,Active,41.0,,,,,,,,,,,,,,15.0,17.0,8.0,17.0,0.0,28.0,0.0,69.0,69.0,69.0,0.0,0.0,0.0,52.0,0.0,16.0,49.0,42.0,66.0,123.0,,,101.0,101.0,,,,,53.0,,65.0,37.0,,40.0,37.0,,39.0,59.0,71.0,73.0,41.0
501747,"Borromeo, Mary Jane",District 2,Balcavem Street,Residential,Active,3.0,,,,,,,,,,,,,,8.0,4.0,10.0,8.0,0.0,12.0,6.0,11.0,10.0,5.0,4.0,6.0,3.0,3.0,0.0,5.0,6.0,4.0,4.0,8.0,,,7.0,6.0,,,,,4.0,,0.0,2.0,,1.0,1.0,,2.0,2.0,3.0,4.0,3.0
501748,"Marcos, Jeric",District 2,Fabmar Street,Residential,Active,3.0,,,,,,,,,,,,,,8.0,8.0,7.0,8.0,0.0,11.0,7.0,19.0,18.0,14.0,6.0,10.0,9.0,6.0,0.0,8.0,4.0,3.0,3.0,11.0,,,17.0,16.0,,,,,6.0,,4.0,8.0,,6.0,9.0,,3.0,5.0,9.0,4.0,3.0
501749,"Villamor, Rosalie",District 4,Alicante Street,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501750,"Cabiles, Aileen",District 2,Alicante Street,Residential,Active,31.0,,,,,,,,,,,,,,6.0,52.0,25.0,39.0,0.0,16.0,0.0,47.0,46.0,21.0,44.0,50.0,0.0,0.0,0.0,0.0,19.0,15.0,19.0,20.0,,,21.0,21.0,,,,,17.0,,14.0,17.0,,17.0,31.0,,19.0,16.0,18.0,34.0,31.0
501751,"Lumberio, Nanelyn",District 3,Altarejos Street,Residential,Active,27.0,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,13.0,17.0,18.0,21.0,27.0
501752,"Bartolata, Perlito",District 2,Alicante Street,Residential,Active,15.0,,,,,,,,,,,,,,8.0,8.0,4.0,9.0,0.0,10.0,0.0,41.0,41.0,32.0,28.0,15.0,18.0,16.0,0.0,2.0,49.0,7.0,24.0,19.0,,,62.0,62.0,,,,,28.0,,22.0,45.0,,31.0,24.0,,10.0,16.0,18.0,24.0,15.0
501753,"Almosara, Gloria",District 2,Fabmar Street,Residential,Active,3.0,,,,,,,,,,,,,,18.0,18.0,15.0,16.0,20.0,18.0,14.0,41.0,40.0,51.0,36.0,10.0,25.0,17.0,0.0,31.0,24.0,26.0,17.0,54.0,,,24.0,23.0,,,,,0.0,,28.0,25.0,,0.0,20.0,,21.0,33.0,13.0,13.0,3.0
501754,"Villamor, Romar",District 2,Fabmar Street,Residential,Active,13.0,,,,,,,,,,,,,,19.0,5.0,2.0,5.0,0.0,6.0,3.0,29.0,28.0,49.0,9.0,11.0,118.0,20.0,0.0,1.0,23.0,4.0,83.0,45.0,,,12.0,11.0,,,,,17.0,,5.0,12.0,,13.0,7.0,,9.0,10.0,11.0,15.0,13.0
501755,"Letada, Liza",District 2,Jones Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,28.0,34.0,24.0,34.0,0.0,51.0,0.0,76.0,75.0,38.0,38.0,46.0,23.0,32.0,0.0,30.0,37.0,28.0,23.0,55.0,,,58.0,58.0,,,,,42.0,,40.0,41.0,,36.0,23.0,,19.0,0.0,0.0,0.0,0.0
501756,"Rianzo, Nove",District 2,Jones Street,Residential,Active,3.0,,,,,,,,,,,,,,4.0,5.0,1.0,3.0,0.0,11.0,0.0,13.0,13.0,5.0,6.0,5.0,1.0,4.0,0.0,3.0,3.0,2.0,7.0,30.0,,,13.0,12.0,,,,,14.0,,12.0,4.0,,3.0,6.0,,1.0,2.0,15.0,8.0,3.0
501757,Tarrobal Amiel 2,District 4,Alicante Street,Commercial,Active,53.0,,,,,,,,,,,,,,41.0,77.0,32.0,67.0,0.0,44.0,0.0,,,52.0,49.0,77.0,42.0,47.0,0.0,38.0,100.0,43.0,47.0,103.0,,,98.0,98.0,,,,,58.0,,49.0,51.0,,42.0,46.0,,53.0,64.0,59.0,66.0,53.0
501758,"Marcos, Sheryl",District 1,Bailon Street,Commercial,Active,1.0,,,,,,,,,,,,,,28.0,40.0,37.0,51.0,0.0,0.0,0.0,28.0,27.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,3.0,6.0,,,6.0,6.0,,,,,1.0,,4.0,1.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0
501759,"Bartolata, Rovil",District 2,Fabmar Street,Residential,Active,11.0,,,,,,,,,,,,,,0.0,10.0,8.0,14.0,14.0,14.0,9.0,22.0,22.0,15.0,13.0,40.0,28.0,26.0,0.0,2.0,3.0,2.0,0.0,6.0,,,16.0,16.0,,,,,15.0,,6.0,12.0,,10.0,12.0,,5.0,8.0,11.0,10.0,11.0
501760,"Alapad, Ramon Jr.",District 2,Balcavem Street,Residential,Active,20.0,,,,,,,,,,,,,,17.0,13.0,17.0,23.0,0.0,28.0,16.0,34.0,33.0,18.0,26.0,22.0,14.0,18.0,0.0,16.0,25.0,21.0,21.0,34.0,,,24.0,23.0,,,,,19.0,,18.0,17.0,,17.0,15.0,,15.0,13.0,16.0,20.0,20.0
501761,"Artiaga, Vilma",District 2,Bailon Street,Residential,Active,24.0,,,,,,,,,,,,,,30.0,28.0,17.0,46.0,0.0,58.0,0.0,82.0,82.0,41.0,52.0,53.0,23.0,60.0,0.0,48.0,48.0,30.0,30.0,78.0,,,39.0,39.0,,,,,26.0,,33.0,24.0,,27.0,22.0,,24.0,24.0,24.0,24.0,24.0
501762,"Alcantara, Elisa",District 4,Barsaga Street,Residential,Active,1.0,,,,,,,,,,,,,,1.0,5.0,13.0,2.0,0.0,6.0,11.0,12.0,12.0,6.0,21.0,61.0,4.0,2.0,0.0,1.0,2.0,9.0,2.0,4.0,,,9.0,8.0,,,,,5.0,,2.0,3.0,,1.0,2.0,,1.0,2.0,1.0,0.0,1.0
501763,"Versoza, Val",District 2,Fabmar Street,Residential,Active,10.0,,,,,,,,,,,,,,6.0,7.0,7.0,9.0,0.0,8.0,6.0,13.0,12.0,8.0,4.0,5.0,1027.0,3.0,0.0,8.0,5.0,5.0,3.0,15.0,,,6.0,6.0,,,,,2.0,,5.0,7.0,,7.0,10.0,,11.0,9.0,20.0,10.0,10.0
501764,"Almonte, Rovic",District 3,Espinosa Street,Commercial,Active,44.0,,,,,,,,,,,,,,29.0,33.0,29.0,15.0,0.0,41.0,0.0,46.0,46.0,0.0,4.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,103.0,,116.0,72.0,,65.0,55.0,,50.0,49.0,52.0,55.0,44.0
501765,"Espares, Santiago",District 2,Jones Street,Residential,Active,17.0,,,,,,,,,,,,,,19.0,21.0,22.0,33.0,0.0,27.0,0.0,47.0,47.0,0.0,0.0,218.0,17.0,16.0,0.0,39.0,28.0,24.0,49.0,44.0,,,53.0,52.0,,,,,32.0,,35.0,21.0,,18.0,19.0,,18.0,18.0,24.0,20.0,17.0
501766,"Dejucos, Renato",District 3,Flores Street,Residential,Active,6.0,,,,,,,,,,,,,,4.0,4.0,3.0,5.0,0.0,7.0,0.0,20.0,19.0,11.0,7.0,10.0,8.0,11.0,0.0,6.0,12.0,10.0,14.0,27.0,,,21.0,20.0,,,,,7.0,,7.0,9.0,,9.0,4.0,,5.0,6.0,5.0,5.0,6.0
501767,"Dejucos, Gilbert",District 2,Fabmar Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,25.0,30.0,21.0,24.0,0.0,13.0,7.0,30.0,29.0,24.0,9.0,11.0,15.0,4.0,0.0,4.0,22.0,16.0,9.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501768,"Dejucos, Lolita",District 2,Fabmar Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,10.0,22.0,11.0,7.0,0.0,8.0,4.0,25.0,25.0,23.0,18.0,13.0,23.0,7.0,0.0,13.0,11.0,8.0,28.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501769,"Dejucos, Clinton",District 2,Fabmar Street,Commercial,Active,1.0,,,,,,,,,,,,,,369.0,366.0,224.0,334.0,0.0,410.0,258.0,257.0,257.0,54.0,46.0,59.0,0.0,614.0,0.0,252.0,211.0,100.0,0.0,0.0,,,43.0,43.0,,,,,25.0,,16.0,37.0,,18.0,40.0,,29.0,6.0,8.0,38.0,1.0
501770,"Torrecampo, Josie",District 4,Esparrago Street,Residential,Active,15.0,,,,,,,,,,,,,,22.0,17.0,31.0,15.0,36.0,28.0,0.0,30.0,29.0,10.0,22.0,12.0,8.0,9.0,0.0,11.0,25.0,24.0,25.0,30.0,,,13.0,12.0,,,,,3.0,,11.0,14.0,,17.0,15.0,,13.0,16.0,12.0,20.0,15.0
501771,"Barrun, Divina",District 2,Fabmar Street,Residential,Active,8.0,,,,,,,,,,,,,,6.0,8.0,6.0,7.0,10.0,11.0,8.0,27.0,26.0,16.0,13.0,3.0,42.0,6.0,0.0,9.0,7.0,9.0,6.0,18.0,,,9.0,8.0,,,,,7.0,,6.0,9.0,,9.0,8.0,,6.0,9.0,8.0,10.0,8.0
501772,"Bartolay, Jeany Ann",District 2,Fabmar Street,Residential,Active,34.0,,,,,,,,,,,,,,58.0,48.0,0.0,117.0,132.0,148.0,56.0,154.0,153.0,307.0,0.0,0.0,46.0,10.0,0.0,65.0,50.0,40.0,0.0,0.0,,,0.0,0.0,,,,,19.0,,10.0,20.0,,26.0,18.0,,28.0,38.0,35.0,22.0,34.0
501773,"Villahermosa, John Peter",District 4,Alicante Street,Residential,Active,20.0,,,,,,,,,,,,,,15.0,21.0,13.0,27.0,0.0,21.0,0.0,42.0,41.0,22.0,16.0,32.0,25.0,23.0,0.0,25.0,47.0,13.0,13.0,38.0,,,31.0,31.0,,,,,16.0,,18.0,19.0,,14.0,21.0,,21.0,22.0,24.0,27.0,20.0
501774,"Mira, Joel 2",District 2,Fabmar Street,Residential,Active,5.0,,,,,,,,,,,,,,82.0,77.0,69.0,92.0,0.0,0.0,0.0,12.0,12.0,10.0,10.0,8.0,11.0,1.0,0.0,3.0,9.0,9.0,20.0,41.0,,,15.0,14.0,,,,,8.0,,3.0,12.0,,15.0,11.0,,7.0,10.0,7.0,17.0,5.0
501775,"Rivera, Jhony",District 2,Fabmar Street,Residential,Active,12.0,,,,,,,,,,,,,,18.0,31.0,0.0,45.0,0.0,38.0,0.0,73.0,73.0,36.0,20.0,22.0,26.0,20.0,0.0,4.0,10.0,11.0,30.0,50.0,,,192.0,192.0,,,,,0.0,,41.0,35.0,,13.0,13.0,,21.0,18.0,20.0,29.0,12.0
501776,"Cantela, Joy",,Moyot Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,6.0,6.0,5.0,6.0,0.0,7.0,0.0,16.0,15.0,5.0,6.0,6.0,5.0,7.0,0.0,6.0,7.0,10.0,8.0,13.0,,,12.0,12.0,,,,,13.0,,9.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501777,"Orgiba, Neddy",District 2,Fabmar Street,Residential,Active,1.0,,,,,,,,,,,,,,1.0,8.0,0.0,2.0,0.0,2.0,2.0,13.0,13.0,12.0,34.0,38.0,14.0,2.0,0.0,14.0,12.0,3.0,0.0,6.0,,,10.0,9.0,,,,,1.0,,8.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,1.0
501778,"Bartolay, Jessa",District 4,Flores Street,Residential,Active,38.0,,,,,,,,,,,,,,18.0,14.0,9.0,17.0,0.0,32.0,0.0,32.0,31.0,15.0,13.0,11.0,19.0,12.0,0.0,9.0,18.0,20.0,26.0,7.0,,,17.0,16.0,,,,,0.0,,12.0,8.0,,25.0,16.0,,38.0,21.0,21.0,34.0,38.0
501779,"Almonte, May",District 2,Fabmar Street,Commercial,Active,18.0,,,,,,,,,,,,,,14.0,18.0,17.0,23.0,29.0,31.0,22.0,48.0,47.0,31.0,22.0,35.0,27.0,24.0,0.0,11.0,18.0,20.0,5.0,57.0,,,0.0,0.0,,,,,22.0,,20.0,29.0,,17.0,21.0,,10.0,20.0,22.0,18.0,18.0
501780,"Espinosa, Carlo",District 2,Fabmar Street,Residential,Active,0.0,,,,,,,,,,,,,,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,2.0,1.0,,,,,2.0,,0.0,8.0,,0.0,0.0,,18.0,64.0,72.0,45.0,0.0
501781,"Grencio, Rany",District 3,Flores Street,Residential,Active,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,9.0,0.0,1.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501782,"Lazona, Jimia",District 3,Balintong Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,15.0,18.0,12.0,39.0,0.0,24.0,0.0,52.0,52.0,25.0,21.0,18.0,8.0,9.0,0.0,7.0,12.0,15.0,18.0,17.0,,,12.0,12.0,,,,,9.0,,5.0,21.0,,4.0,5.0,,0.0,0.0,0.0,0.0,0.0
501783,"Alcantara, Glen",District 3,Bartolay Street,Residential,Active,25.0,,,,,,,,,,,,,,13.0,11.0,19.0,8.0,0.0,43.0,13.0,40.0,39.0,26.0,19.0,21.0,13.0,10.0,0.0,20.0,15.0,9.0,9.0,33.0,,,21.0,20.0,,,,,14.0,,12.0,16.0,,13.0,13.0,,13.0,14.0,12.0,13.0,25.0
501784,"Lique, Proserfina",,Bartolabac Street,Residential,Active,28.0,,,,,,,,,,,,,,18.0,26.0,19.0,34.0,0.0,22.0,0.0,58.0,57.0,28.0,35.0,30.0,24.0,28.0,0.0,20.0,39.0,35.0,40.0,85.0,,,54.0,54.0,,,,,30.0,,28.0,27.0,,27.0,25.0,,30.0,22.0,30.0,35.0,28.0
501785,"Esparraguerra, Ave",District 2,Bailon Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,9.0,7.0,7.0,23.0,0.0,22.0,0.0,77.0,76.0,42.0,41.0,45.0,36.0,33.0,0.0,27.0,56.0,32.0,51.0,75.0,,,56.0,56.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501786,"Almine, June Vincent",,NHA Duplex,Residential,Disconnected,0.0,,,,,,,,,,,,,,41.0,34.0,17.0,30.0,0.0,23.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,26.0,,36.0,0.0,0.0,0.0,0.0
501787,"Aspa, Ben",,NHA Duplex,Residential,Active,11.0,,,,,,,,,,,,,,19.0,17.0,12.0,11.0,0.0,39.0,36.0,42.0,41.0,27.0,19.0,12.0,7.0,9.0,0.0,11.0,11.0,11.0,7.0,0.0,,,1.0,0.0,,,,,0.0,,0.0,0.0,,16.0,14.0,,16.0,10.0,16.0,18.0,11.0
501788,"Esparrago, Jesus",,NHA Duplex,Residential,Active,48.0,,,,,,,,,,,,,,30.0,52.0,24.0,31.0,0.0,45.0,25.0,43.0,43.0,0.0,0.0,0.0,23.0,34.0,0.0,50.0,39.0,30.0,35.0,71.0,,,32.0,31.0,,,,,28.0,,43.0,63.0,,84.0,48.0,,55.0,57.0,44.0,58.0,48.0
501789,"Espinosa, Arman Silvestre",,Moyot Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,11.0,12.0,11.0,13.0,0.0,33.0,0.0,52.0,52.0,19.0,21.0,23.0,19.0,29.0,0.0,19.0,37.0,40.0,38.0,84.0,,,92.0,91.0,,,,,28.0,,23.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501790,Escorel Wenico,,NHA Duplex,Residential,Active,21.0,,,,,,,,,,,,,,8.0,11.0,10.0,17.0,0.0,18.0,12.0,24.0,24.0,28.0,15.0,11.0,8.0,13.0,0.0,19.0,17.0,16.0,28.0,41.0,,,21.0,20.0,,,,,25.0,,21.0,23.0,,26.0,17.0,,16.0,20.0,16.0,24.0,21.0
501791,"Adiaton, Nanette",District 3,Letada Street,Residential,Active,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,0.0,5.0,0.0,4.0,3.0,1.0,0.0,3.0,3.0,4.0,0.0,3.0,5.0,3.0,1.0,0.0,,,3.0,3.0,,,,,0.0,,0.0,0.0,,0.0,2.0,,2.0,1.0,1.0,1.0,1.0
501792,"Bartolata, Marjorie",District 2,Bailon Street,Residential,Active,29.0,,,,,,,,,,,,,,34.0,36.0,37.0,45.0,0.0,38.0,0.0,78.0,78.0,40.0,44.0,41.0,25.0,30.0,0.0,24.0,47.0,27.0,38.0,55.0,,,55.0,55.0,,,,,31.0,,41.0,30.0,,36.0,23.0,,29.0,26.0,29.0,39.0,29.0
501793,"Alminana, William Don",,NHA Duplex,Residential,Active,97.0,,,,,,,,,,,,,,38.0,51.0,32.0,30.0,0.0,54.0,49.0,112.0,112.0,54.0,50.0,42.0,23.0,45.0,0.0,46.0,31.0,39.0,52.0,97.0,,,66.0,65.0,,,,,47.0,,44.0,43.0,,68.0,47.0,,54.0,64.0,46.0,92.0,97.0
501794,"Villamor, Marlon",,NHA Duplex,Residential,Active,44.0,,,,,,,,,,,,,,31.0,31.0,17.0,21.0,0.0,27.0,26.0,73.0,72.0,38.0,50.0,40.0,17.0,29.0,0.0,42.0,34.0,32.0,44.0,88.0,,,32.0,31.0,,,,,43.0,,39.0,0.0,,71.0,28.0,,28.0,26.0,27.0,41.0,44.0
501795,"Cantoria, Mary Jane",,NHA Duplex,Residential,Active,36.0,,,,,,,,,,,,,,63.0,77.0,63.0,88.0,0.0,57.0,60.0,122.0,121.0,59.0,59.0,50.0,32.0,44.0,0.0,40.0,36.0,35.0,46.0,99.0,,,27.0,26.0,,,,,62.0,,84.0,59.0,,59.0,103.0,,67.0,67.0,49.0,44.0,36.0
501796,"Almodiel, Jessie",District 4,Barsaga Street,Residential,Active,1.0,,,,,,,,,,,,,,1.0,5.0,2.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,0.0,13.0,9.0,13.0,0.0,7.0,9.0,4.0,6.0,19.0,,,7.0,6.0,,,,,12.0,,2.0,1.0,,0.0,2.0,,4.0,1.0,2.0,8.0,1.0
501797,"So, Edgar",District 4,Grafilo Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,3.0,0.0,2.0,0.0,1.0,1.0,3.0,5.0,4.0,5.0,2.0,0.0,6.0,6.0,0.0,13.0,22.0,20.0,15.0,34.0,,,16.0,15.0,,,,,20.0,,21.0,36.0,,27.0,33.0,,25.0,30.0,0.0,0.0,0.0
501798,"Gorembao, Demetrio",District 1,Gutierrez Street,Residential,Active,17.0,,,,,,,,,,,,,,11.0,11.0,13.0,14.0,0.0,13.0,3.0,27.0,27.0,14.0,30.0,19.0,8.0,11.0,0.0,56.0,6.0,15.0,3.0,15.0,,,19.0,18.0,,,,,7.0,,13.0,14.0,,16.0,18.0,,16.0,14.0,21.0,15.0,17.0
501799,"Maglasang, Aiza",District 1,Alicante Street,Residential,Active,16.0,,,,,,,,,,,,,,11.0,13.0,13.0,18.0,0.0,22.0,0.0,29.0,28.0,14.0,12.0,23.0,0.0,13.0,0.0,11.0,20.0,11.0,16.0,24.0,,,12.0,11.0,,,,,10.0,,13.0,15.0,,14.0,12.0,,10.0,8.0,10.0,12.0,16.0
501800,"Zamudio, Shermally",District 2,Jones Street,Residential,Active,7.0,,,,,,,,,,,,,,0.0,10.0,10.0,33.0,0.0,25.0,0.0,56.0,56.0,30.0,30.0,27.0,11.0,21.0,0.0,26.0,29.0,26.0,28.0,31.0,,,25.0,25.0,,,,,17.0,,16.0,13.0,,9.0,10.0,,9.0,0.0,23.0,9.0,7.0
501801,"Delavin, Haida",District 2,Fabmar Street,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,10.0,19.0,0.0,23.0,13.0,26.0,25.0,37.0,11.0,29.0,4.0,10.0,0.0,16.0,6.0,22.0,17.0,20.0,,,21.0,20.0,,,,,0.0,,7.0,15.0,,35.0,3.0,,0.0,1.0,0.0,0.0,0.0
501802,"Bonino, Dinno",,Gutierrez Street,Residential,Active,26.0,,,,,,,,,,,,,,14.0,17.0,23.0,8.0,20.0,28.0,11.0,48.0,47.0,28.0,56.0,32.0,13.0,24.0,0.0,25.0,24.0,24.0,16.0,46.0,,,41.0,40.0,,,,,20.0,,21.0,29.0,,25.0,24.0,,23.0,28.0,33.0,26.0,26.0
501803,"Almoete, Maricar",District 3,Espinosa Street,Commercial,Active,27.0,,,,,,,,,,,,,,0.0,0.0,0.0,43.0,0.0,0.0,0.0,36.0,36.0,23.0,36.0,25.0,37.0,36.0,0.0,18.0,39.0,31.0,29.0,53.0,,,39.0,38.0,,,,,36.0,,27.0,30.0,,33.0,33.0,,29.0,25.0,34.0,35.0,27.0
501804,"Delavin, Emilen",District 4,Esparrago Street,Commercial,Active,53.0,,,,,,,,,,,,,,28.0,30.0,31.0,25.0,14.0,37.0,0.0,32.0,32.0,0.0,132.0,6.0,35.0,41.0,0.0,8.0,64.0,38.0,39.0,112.0,,,75.0,75.0,,,,,30.0,,30.0,21.0,,41.0,39.0,,30.0,37.0,47.0,27.0,53.0
501805,"Bartolay, Rio",District 2,Balcavem Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,22.0,14.0,18.0,24.0,0.0,40.0,21.0,39.0,39.0,24.0,27.0,30.0,22.0,25.0,0.0,19.0,33.0,23.0,30.0,55.0,,,37.0,36.0,,,,,15.0,,7.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501806,"Ragasa, Herbert",District 2,Fabmar Street,Residential,Active,22.0,,,,,,,,,,,,,,0.0,10.0,14.0,16.0,0.0,24.0,17.0,13.0,12.0,0.0,42.0,46.0,33.0,10.0,0.0,12.0,15.0,6.0,0.0,42.0,,,109.0,109.0,,,,,0.0,,10.0,21.0,,19.0,18.0,,11.0,12.0,20.0,25.0,22.0
501807,"Altiche, Jean",,NHA Duplex,Residential,Active,20.0,,,,,,,,,,,,,,22.0,21.0,13.0,16.0,0.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,10.0,25.0,,20.0,21.0,20.0,26.0,20.0
501808,"Lozano, Pepito",District 2,Esparrago Street,Commercial,Active,43.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,0.0,6.0,19.0,12.0,9.0,43.0,,,12.0,12.0,,,,,15.0,,21.0,24.0,,26.0,23.0,,18.0,26.0,20.0,30.0,43.0
501809,"Maravilla, Nacor",,Moyot Street,Residential,Active,525.0,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,,,,0.0,,1.0,2.0,,58.0,0.0,,1.0,0.0,0.0,1.0,525.0
501810,"Gallego, Mary Fe",,Moyot Street,Residential,Active,24.0,,,,,,,,,,,,,,0.0,10.0,10.0,15.0,0.0,11.0,0.0,27.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,27.0,,,0.0,0.0,,,,,16.0,,22.0,22.0,,20.0,17.0,,20.0,20.0,14.0,8.0,24.0
501811,"Almosara, Medy",Burgos,Talaba,Residential,Active,30.0,,,,,,,,,,,,,,0.0,30.0,15.0,24.0,0.0,30.0,23.0,45.0,44.0,26.0,29.0,28.0,13.0,23.0,0.0,28.0,26.0,20.0,43.0,138.0,,,1.0,0.0,,,,,41.0,,31.0,39.0,,47.0,26.0,,33.0,29.0,29.0,49.0,30.0
